person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_term_months,loan_to_income_ratio,other_debt,debt_to_income_ratio,total_debt,home_MORTGAGE,home_OTHER,home_OWN,home_RENT,intent_DEBTCONSOLIDATION,intent_EDUCATION,intent_HOMEIMPROVEMENT,intent_MEDICAL,intent_PERSONAL,intent_VENTURE,free_cash_flow,net_income_after_total_debt,risk_emp_debt,adjusted_loan_to_income
31,54000,4,0,6000,7.66,0,0.11,0,6,36,0.111111111,9093.433819,0.279508034,15093.43382,1,0,0,0,0,0,0,0,0,1,48060,38906.56616,0.022,0.010196713
28,64775,9,2,6400,12.87,1,0.1,1,10,60,0.098803551,12780.20226,0.296105014,19180.20226,0,0,0,1,0,0,0,0,1,0,58297.5,45594.79772,0.01,0.008918342
33,66000,2,3,6400,14.96,1,0.1,0,7,36,0.096969697,14586.42037,0.317976066,20986.42037,0,0,0,1,0,0,0,0,0,1,59400,45013.57964,0.033333333,0.008738036
35,69000,5,3,6400,16.77,1,0.09,1,8,36,0.092753623,7473.089187,0.201059264,13873.08919,0,0,0,1,1,0,0,0,0,0,62790,55126.91078,0.015,0.008324776
29,75000,5,0,6400,7.49,0,0.09,0,8,24,0.085333333,19461.45965,0.344819462,25861.45965,0,0,0,1,0,0,0,0,0,1,68250,49138.54035,0.015,0.007601905
32,54000,3,0,12000,7.66,0,0.22,0,6,36,0.222222222,9817.612038,0.404029853,21817.61204,1,0,0,0,1,0,0,0,0,0,42120,32182.38794,0.055,0.020393426
32,54000,6,0,4800,7.49,0,0.09,0,7,24,0.088888889,6782.472003,0.214490222,11582.472,1,0,0,0,0,1,0,0,0,0,49140,42417.52801,0.012857143,0.00815737
32,80000,1,1,6400,10.99,0,0.08,0,10,36,0.08,9575.426776,0.199692835,15975.42678,0,0,0,1,0,0,0,1,0,0,73600,64024.5732,0.04,0.007086046
34,54000,5,0,10000,7.29,0,0.19,0,7,60,0.185185185,13507.16597,0.435317888,23507.16597,1,0,0,0,0,0,0,1,0,0,43740,30492.83405,0.031666667,0.016994521
32,80000,0,0,6400,7.88,0,0.08,0,8,36,0.08,18465.86483,0.31082331,24865.86483,0,0,0,1,0,0,0,1,0,0,73600,55134.1352,0.08,0.007086046
28,87000,7,1,6400,10.39,0,0.07,0,6,36,0.073563218,12782.14015,0.22048437,19182.14015,0,0,0,1,0,0,0,0,0,1,80910,67817.85981,0.00875,0.00646785
30,90000,2,0,6400,6.62,0,0.07,0,7,60,0.071111111,9349.14375,0.174990486,15749.14375,0,0,0,1,0,1,0,0,0,0,83700,74250.85626,0.023333333,0.006233674
28,54000,3,1,10000,9.99,0,0.19,0,9,36,0.185185185,9190.171394,0.355373544,19190.17139,1,0,0,0,0,0,0,0,0,1,43740,34809.82862,0.0475,0.016994521
34,90000,4,1,6400,10.99,0,0.07,0,7,60,0.071111111,4844.614594,0.124940162,11244.61459,0,0,0,1,0,0,0,1,0,0,83700,78755.38542,0.014,0.006233674
32,95000,5,2,6400,11.54,0,0.07,0,5,24,0.067368421,16286.74281,0.238807819,22686.74281,0,0,0,1,0,0,1,0,0,0,88350,72313.2572,0.011666667,0.005877728
29,96000,3,1,6400,11.49,0,0.07,0,8,12,0.066666667,11598.83684,0.187487884,17998.83684,0,0,0,1,0,0,1,0,0,0,89280,78001.16314,0.0175,0.005811193
32,54000,0,0,5000,5.79,0,0.09,0,6,24,0.092592593,14083.8384,0.353404415,19083.8384,1,0,0,0,1,0,0,0,0,0,49140,34916.16159,0.09,0.008497261
28,54000,1,0,11000,6.54,0,0.2,0,9,36,0.203703704,7144.98869,0.336018309,18144.98869,1,0,0,0,0,0,0,0,1,0,43200,35855.01131,0.1,0.018693974
28,54000,1,1,6250,9.99,0,0.12,0,6,24,0.115740741,11364.45731,0.326193654,17614.45731,1,0,0,0,0,0,0,0,0,1,47520,36385.54268,0.06,0.010621576
31,48000,15,1,5000,10.36,1,0.1,0,5,36,0.104166667,11541.53133,0.344615236,16541.53133,1,0,0,0,0,0,0,0,1,0,43200,31458.46867,0.00625,0.009663873
31,54000,12,0,6000,7.14,0,0.11,0,5,60,0.111111111,11909.38006,0.331655186,17909.38006,1,0,0,0,1,0,0,0,0,0,48060,36090.61996,0.008461538,0.010196713
30,54000,12,2,15000,14.72,0,0.28,1,9,60,0.277777778,9424.686154,0.452309003,24424.68615,1,0,0,0,0,0,0,1,0,0,38880,29575.31384,0.021538462,0.025491782
28,54000,12,0,11500,7.88,0,0.21,0,6,60,0.212962963,10943.44962,0.415619437,22443.44962,1,0,0,0,1,0,0,0,0,0,42660,31556.5504,0.016153846,0.0195437
32,54000,12,0,3500,7.88,0,0.06,0,6,36,0.064814815,15718.7458,0.3559027,19218.7458,1,0,0,0,0,0,0,0,1,0,50760,34781.2542,0.004615385,0.005948083
28,54000,11,0,1200,7.51,0,0.02,0,7,36,0.022222222,15589.77437,0.310921748,16789.77437,1,0,0,0,0,0,1,0,0,0,52920,37210.22561,0.001666667,0.002039343
34,54000,18,0,4000,6.39,0,0.07,0,5,36,0.074074074,6258.713139,0.189976169,10258.71314,1,0,0,0,0,0,1,0,0,0,50220,43741.28687,0.003684211,0.006797809
27,54000,4,0,2000,7.14,0,0.04,0,9,36,0.037037037,13596.60925,0.288826097,15596.60925,1,0,0,0,1,0,0,0,0,0,51840,38403.39076,0.008,0.003398904
27,27000,3,1,6900,9.99,0,0.26,0,7,12,0.255555556,6109.005753,0.481815028,13009.00575,0,0,0,1,0,0,0,1,0,0,19980,13990.99424,0.065,0.025045555
31,48000,9,0,8000,7.14,1,0.17,0,8,24,0.166666667,3971.699243,0.249410401,11971.69924,1,0,0,0,0,0,0,1,0,0,39840,36028.30075,0.017,0.015462197
30,39500,3,0,6925,7.88,0,0.18,0,9,36,0.175316456,5891.539143,0.324469345,12816.53914,0,0,0,1,0,1,0,0,0,0,32390,26683.46087,0.045,0.016564164
30,54000,5,0,5000,7.88,0,0.09,0,5,24,0.092592593,7756.579391,0.236232952,12756.57939,1,0,0,0,0,1,0,0,0,0,49140,41243.42059,0.015,0.008497261
28,54000,2,1,9250,11.36,0,0.17,0,10,60,0.171296296,10768.7764,0.370718081,20018.7764,1,0,0,0,0,1,0,0,0,0,44820,33981.22363,0.056666667,0.015719932
32,43000,2,1,6950,9.91,0,0.16,0,9,60,0.161627907,11774.52104,0.435453978,18724.52104,0,0,0,1,0,0,0,1,0,0,36120,24275.47895,0.053333333,0.015149333
29,54000,2,0,5000,7.14,0,0.09,0,5,24,0.092592593,3668.276723,0.160523643,8668.276723,1,0,0,0,1,0,0,0,0,0,49140,45331.72328,0.03,0.008497261
34,54000,8,1,5000,10.62,0,0.09,0,7,60,0.092592593,10902.78988,0.294496109,15902.78988,0,0,1,0,0,0,0,1,0,0,49140,38097.21011,0.01,0.008497261
35,25200,0,4,7000,15.68,1,0.28,1,7,60,0.277777778,3598.005625,0.420555779,10598.00563,0,0,0,1,0,0,0,0,1,0,18144,14601.99437,0.28,0.027408749
33,54000,7,2,7500,13.22,0,0.14,0,10,36,0.138888889,7566.191561,0.279003547,15066.19156,1,0,0,0,0,0,0,0,0,1,46440,38933.80846,0.0175,0.012745891
27,54000,2,1,9600,12.18,0,0.18,0,8,60,0.177777778,5175.934309,0.273628413,14775.93431,0,0,1,0,0,0,1,0,0,0,44280,39224.0657,0.06,0.016314741
29,26280,0,1,7000,10.99,0,0.27,0,9,36,0.266362253,5099.005802,0.460388349,12099.0058,0,0,0,1,0,1,0,0,0,0,19184.4,14180.99419,0.27,0.026173989
28,54000,9,0,10000,8.59,0,0.19,0,8,36,0.185185185,6457.360805,0.304765941,16457.36081,1,0,0,0,0,1,0,0,0,0,43740,37542.63919,0.019,0.016994521
29,27000,4,2,7000,13.72,0,0.26,0,7,60,0.259259259,6664.736755,0.506101361,13664.73675,0,0,0,1,0,0,0,0,0,1,19980,13335.26325,0.052,0.025408534
32,27600,0,0,7000,6.54,0,0.25,0,9,60,0.253623188,5124.076082,0.439278119,12124.07608,0,0,0,1,0,0,0,1,0,0,20700,15475.92392,0.25,0.024802751
32,54000,16,0,10000,7.74,0,0.19,0,7,36,0.185185185,14452.25969,0.452819624,24452.25969,1,0,0,0,0,0,0,1,0,0,43740,29547.7403,0.011176471,0.016994521
27,27720,1,1,7000,10.95,0,0.25,0,6,60,0.252525253,3802.352881,0.38969527,10802.35288,0,0,0,1,0,1,0,0,0,0,20790,16917.64712,0.125,0.024684907
30,28000,1,2,7000,13.22,0,0.25,1,10,36,0.25,2889.903945,0.353210855,9889.903945,0,0,0,1,0,0,0,0,1,0,21000,18110.09606,0.125,0.024414073
30,54000,8,0,5000,8,0,0.09,0,8,36,0.092592593,9945.986712,0.276777532,14945.98671,1,0,0,0,0,0,0,0,1,0,49140,39054.01327,0.01,0.008497261
29,54000,9,0,12000,9.32,0,0.22,0,7,36,0.222222222,6201.429693,0.337063513,18201.42969,1,0,0,0,1,0,0,0,0,0,42120,35798.5703,0.022,0.020393426
34,28704,0,0,7000,9.32,0,0.24,0,10,60,0.24386845,3473.022343,0.364862819,10473.02234,0,0,0,1,0,0,0,1,0,0,21815.04,18230.97764,0.24,0.023757678
32,54000,9,2,13000,12.53,0,0.24,0,10,36,0.240740741,7992.794678,0.388755457,20992.79468,1,0,0,0,0,0,0,0,0,1,41040,33007.20532,0.024,0.022092878
32,28800,3,0,7000,7.51,0,0.24,0,10,36,0.243055556,8639.232864,0.543028919,15639.23286,0,0,0,1,0,0,0,1,0,0,21888,13160.76713,0.06,0.023670787
27,29004,6,0,7000,6.03,0,0.24,0,10,60,0.241346021,6652.054137,0.470695564,13652.05414,0,0,0,1,1,0,0,0,0,0,22043.04,15351.94586,0.034285714,0.023488153
31,29736,4,0,7000,6.92,0,0.24,0,8,36,0.235404896,7921.968267,0.501814913,14921.96827,0,0,0,1,0,1,0,0,0,0,22599.36,14814.03175,0.048,0.022854517
27,30000,5,3,7000,15.62,1,0.23,0,6,36,0.233333333,5411.787785,0.41372626,12411.78779,0,0,0,1,0,0,0,1,0,0,23100,17588.2122,0.038333333,0.022633975
31,30000,5,1,7000,11.99,0,0.23,0,8,60,0.233333333,4205.895759,0.373529859,11205.89576,0,0,0,1,0,0,0,1,0,0,23100,18794.10423,0.038333333,0.022633975
33,54072,1,0,3000,6.99,0,0.06,0,7,36,0.05548158,11943.93989,0.276371133,14943.93989,1,0,0,0,1,0,0,0,0,0,50827.68,39128.0601,0.03,0.005090945
34,54072,12,1,7000,11.89,0,0.13,0,9,36,0.12945702,9612.099415,0.307221842,16612.09942,1,0,0,0,0,0,0,0,1,0,47042.64,37459.90056,0.01,0.011878872
28,54080,7,1,13750,11.14,0,0.25,0,7,60,0.254252959,5248.305995,0.351300037,18998.306,1,0,0,0,0,0,1,0,0,0,40560,35081.694,0.03125,0.02332973
27,30000,2,1,7000,10.37,0,0.23,0,7,60,0.233333333,4250.749135,0.375024971,11250.74913,0,0,0,1,1,0,0,0,0,0,23100,18749.25087,0.076666667,0.022633975
29,30000,8,2,7000,13.35,0,0.23,1,10,60,0.233333333,5267.579017,0.408919301,12267.57902,0,0,0,1,0,0,0,1,0,0,23100,17732.42097,0.025555556,0.022633975
29,54099,2,1,21000,9.96,0,0.39,0,6,12,0.388177231,6965.071703,0.516924004,27965.0717,1,0,0,0,1,0,0,0,0,0,33000.39,26133.92831,0.13,0.035617199
29,30000,4,1,7000,12.18,0,0.23,0,9,60,0.233333333,4759.028343,0.391967611,11759.02834,0,0,0,1,0,0,0,0,0,1,23100,18240.97167,0.046,0.022633975
27,54120,2,1,6000,11.36,0,0.11,0,6,24,0.110864745,9215.166948,0.281137601,15215.16695,1,0,0,0,0,0,0,0,0,1,48166.8,38904.83303,0.036666667,0.010172032
27,54216,4,0,9000,5.99,0,0.17,0,5,36,0.166002656,2868.268282,0.218907117,11868.26828,1,0,0,0,0,0,0,0,1,0,44999.28,42347.73174,0.034,0.015228554
30,30000,3,0,7000,7.49,0,0.23,0,8,36,0.233333333,8847.274891,0.528242496,15847.27489,0,0,0,1,0,0,0,1,0,0,23100,14152.72512,0.0575,0.022633975
27,31200,3,1,7000,9.88,0,0.22,0,9,36,0.224358974,7984.534009,0.480273526,14984.53401,0,0,0,1,0,0,0,0,1,0,24336,16215.46599,0.055,0.021680955
32,32000,1,3,7000,14.91,1,0.22,1,9,24,0.21875,8666.033024,0.489563532,15666.03302,0,0,0,1,0,0,1,0,0,0,24960,16333.96698,0.11,0.021087341
29,54500,7,3,4275,15.31,0,0.08,0,5,24,0.078440367,11803.02991,0.295009723,16078.02991,1,0,0,0,0,0,0,0,1,0,50140,38421.9701,0.01,0.007192422
29,54548,8,0,6000,7.14,0,0.11,0,9,60,0.109994867,11713.41356,0.324730761,17713.41356,1,0,0,0,0,0,0,0,0,1,48547.72,36834.58645,0.012222222,0.01008493
31,33000,2,0,7000,8.9,0,0.21,0,10,36,0.212121212,3574.525901,0.320440179,10574.5259,0,0,0,1,0,0,0,0,0,1,26070,22425.47409,0.07,0.020387854
30,54600,11,1,2500,9.99,0,0.05,0,7,60,0.045787546,10318.29537,0.234767314,12818.29537,1,0,0,0,0,0,0,0,0,1,51870,41781.70466,0.004166667,0.004197686
27,34000,7,2,7000,15.96,0,0.21,1,10,60,0.205882353,5493.609238,0.367459095,12493.60924,0,0,0,1,0,0,0,1,0,0,26860,21506.39077,0.02625,0.019731597
28,35000,1,1,7000,12.69,0,0.2,0,8,24,0.2,7913.643102,0.426104089,14913.6431,0,0,0,1,0,0,0,0,1,0,28000,20086.35688,0.1,0.019114736
29,54912,11,2,5500,12.53,0,0.1,1,8,60,0.100160256,2836.336538,0.151812655,8336.336538,1,0,0,0,1,0,0,0,0,0,49420.8,46575.66349,0.008333333,0.009177643
29,35000,7,2,7000,12.68,0,0.2,1,9,60,0.2,7809.42275,0.423126364,14809.42275,0,0,0,1,0,0,0,1,0,0,28000,20190.57726,0.025,0.019114736
29,35000,3,1,7000,8.88,0,0.2,0,5,12,0.2,4314.054917,0.323258712,11314.05492,0,0,0,1,0,0,0,1,0,0,28000,23685.94508,0.05,0.019114736
35,36000,5,0,7000,6.91,0,0.19,0,9,36,0.194444444,8037.042879,0.417695636,15037.04288,0,0,0,1,0,0,0,1,0,0,29160,20962.9571,0.031666667,0.018533872
32,54996,1,0,7000,6.92,0,0.13,0,8,36,0.127281984,13391.97224,0.370790098,20391.97224,1,0,0,0,0,0,0,1,0,0,47846.52,34604.02777,0.065,0.011661162
31,36000,14,2,7000,13.72,0,0.19,0,8,36,0.194444444,4498.231337,0.319395315,11498.23134,0,0,0,1,0,1,0,0,0,0,29160,24501.76866,0.012666667,0.018533872
28,30416,7,3,7000,14.96,1,0.23,1,7,12,0.230142031,1796.489182,0.289205983,8796.489182,0,0,0,1,0,0,1,0,0,0,23420.32,21619.51082,0.02875,0.022294628
30,30475,2,1,7000,10.99,1,0.23,0,5,24,0.229696473,6519.166903,0.443614993,13519.1669,0,0,0,1,0,0,1,0,0,0,23465.75,16955.83309,0.076666667,0.022247289
27,36500,3,2,7000,10.78,0,0.19,0,8,24,0.191780822,9121.631041,0.441688522,16121.63104,0,0,0,1,1,0,0,0,0,0,29565,20378.36895,0.0475,0.018255982
30,48996,14,2,1200,14.35,1,0.02,0,7,12,0.024491795,3282.236581,0.091481684,4482.236581,1,0,0,0,0,1,0,0,0,0,48016.08,44513.76341,0.001333333,0.002267861
27,54996,5,2,16400,13.98,0,0.3,0,9,60,0.298203506,6493.213998,0.416270529,22893.214,0,0,1,0,0,0,0,0,1,0,38497.2,32102.78599,0.05,0.027320438
28,37000,3,0,7000,9.32,0,0.19,0,8,36,0.189189189,7843.033681,0.401163072,14843.03368,0,0,0,1,1,0,0,0,0,0,29970,22156.96634,0.0475,0.017985985
32,37120,7,2,7000,13.47,0,0.19,1,10,60,0.188577586,7941.92374,0.402530273,14941.92374,0,0,0,1,0,0,0,0,1,0,30067.2,22178.07627,0.02375,0.017922324
28,54996,12,0,6400,7.49,0,0.12,0,5,36,0.1163721,6489.362186,0.234369085,12889.36219,1,0,0,0,0,0,0,0,1,0,48396.48,42106.6378,0.009230769,0.010661634
32,37440,8,1,7000,9.91,0,0.19,0,8,12,0.186965812,4513.39585,0.307515915,11513.39585,0,0,0,1,0,0,0,0,0,1,30326.4,25926.60414,0.021111111,0.017754658
29,32000,2,2,7000,14.65,1,0.22,1,10,60,0.21875,7092.147503,0.440379609,14092.1475,0,0,0,1,0,1,0,0,0,0,24960,17907.85251,0.073333333,0.021087341
27,38000,12,0,7000,7.66,0,0.18,0,6,60,0.184210526,5017.031726,0.316237677,12017.03173,0,0,0,1,0,0,0,0,0,1,31160,25982.96827,0.013846154,0.017468383
27,38400,2,0,7000,7.51,0,0.18,0,6,36,0.182291667,9144.6282,0.420433026,16144.6282,0,0,0,1,0,0,0,1,0,0,31488,22255.3718,0.06,0.017269274
31,39000,2,2,7000,13.48,0,0.18,0,9,36,0.179487179,6172.928896,0.337767408,13172.9289,0,0,0,1,0,0,0,0,1,0,31980,25827.07109,0.06,0.016978655
35,33000,4,0,7000,7.9,1,0.21,0,9,24,0.212121212,6198.895716,0.399966537,13198.89572,0,0,0,1,0,1,0,0,0,0,26070,19801.10428,0.042,0.020387854
31,48996,0,3,8500,14.11,1,0.17,1,9,60,0.17348355,13543.19515,0.449897852,22043.19515,1,0,0,0,0,0,1,0,0,0,40666.68,26952.80484,0.17,0.016064014
27,54996,2,3,8000,14.11,0,0.15,1,9,24,0.145465125,8353.440044,0.297356899,16353.44004,0,0,1,0,0,0,1,0,0,0,46746.6,38642.55998,0.05,0.013327043
29,39996,3,0,7000,9.32,0,0.18,0,6,60,0.175017502,3845.547566,0.271165806,10845.54757,0,0,0,1,0,0,0,0,1,0,32796.72,29150.45242,0.045,0.016516446
29,39996,3,2,7000,12.84,0,0.18,0,5,24,0.175017502,2866.635927,0.246690567,9866.635927,0,0,0,1,0,0,0,1,0,0,32796.72,30129.36408,0.045,0.016516446
28,34000,2,2,7000,13.49,1,0.21,1,5,36,0.205882353,8353.112093,0.45156212,15353.11209,0,0,0,1,0,1,0,0,0,0,26860,18646.88792,0.07,0.019731597
33,55000,7,1,3500,10.65,0,0.06,0,5,36,0.063636364,10117.5589,0.24759198,13617.5589,1,0,0,0,0,0,1,0,0,0,51700,41382.4411,0.0075,0.005830118
31,40000,2,1,7000,9.62,0,0.17,0,9,60,0.175,7029.374564,0.350734364,14029.37456,0,0,0,1,0,1,0,0,0,0,33200,25970.62544,0.056666667,0.016514638
30,55000,9,1,16000,10.99,0,0.29,0,6,60,0.290909091,13343.49384,0.53351807,29343.49384,1,0,0,0,0,0,1,0,0,0,39050,25656.50615,0.029,0.02665197
29,40000,14,0,7000,7.14,0,0.17,0,5,12,0.175,5484.889658,0.312122241,12484.88966,0,0,0,1,0,0,0,0,0,1,33200,27515.11036,0.011333333,0.016514638
27,55000,5,0,5000,6.62,0,0.09,0,6,36,0.090909091,11867.96447,0.306690263,16867.96447,1,0,0,0,0,0,0,0,1,0,50050,38132.03553,0.015,0.008328741
35,40000,3,3,7000,16.07,0,0.17,1,8,60,0.175,8635.781824,0.390894546,15635.78182,0,0,0,1,0,0,0,0,0,1,33200,24364.21816,0.0425,0.016514638
28,40000,2,0,7000,8.59,0,0.17,0,10,36,0.175,5050.061752,0.301251544,12050.06175,0,0,0,1,0,0,0,0,1,0,33200,27949.93824,0.056666667,0.016514638
31,55000,15,1,4000,12.42,0,0.07,0,9,24,0.072727273,15752.91146,0.359143845,19752.91146,1,0,0,0,0,0,0,0,0,1,51150,35247.08853,0.004375,0.006662992
28,55000,4,0,20000,6.62,0,0.36,0,10,60,0.363636364,9230.637787,0.531466142,29230.63779,1,0,0,0,0,0,1,0,0,0,35200,25769.36219,0.072,0.033314962
29,55000,9,0,5000,7.49,0,0.09,0,8,24,0.090909091,8111.094186,0.238383531,13111.09419,1,0,0,0,0,0,1,0,0,0,50050,41888.9058,0.009,0.008328741
35,41000,2,2,7000,13.49,0,0.17,1,7,60,0.170731707,2142.602624,0.222990308,9142.602624,0,0,0,1,0,1,0,0,0,0,34030,31857.39737,0.056666667,0.016074386
30,55000,2,0,11500,7.9,0,0.21,0,9,36,0.209090909,8208.979574,0.358345083,19708.97957,1,0,0,0,0,1,0,0,0,0,43450,35291.02044,0.07,0.019156103
27,41000,3,2,7000,12.73,0,0.17,1,5,60,0.170731707,7314.223631,0.349127406,14314.22363,0,0,0,1,1,0,0,0,0,0,34030,26685.77635,0.0425,0.016074386
28,55000,13,0,18000,7.9,0,0.33,0,6,24,0.327272727,12364.07961,0.552074175,30364.07961,0,0,1,0,0,0,0,0,1,0,36850,24635.92038,0.023571429,0.029983466
27,35520,1,3,7000,14.91,1,0.2,1,8,36,0.197072072,4374.880914,0.320238764,11374.88091,0,0,0,1,0,0,0,0,0,1,28416,24145.1191,0.1,0.018808393
29,41779,5,0,7000,5.79,0,0.17,0,10,60,0.16754829,10474.14523,0.418251878,17474.14523,0,0,0,1,0,1,0,0,0,0,34676.57,24304.85479,0.028333333,0.015746764
27,55000,6,0,10000,7.9,0,0.18,0,6,36,0.181818182,5199.60125,0.276356386,15199.60125,1,0,0,0,0,0,0,0,1,0,45100,39800.39877,0.025714286,0.016657481
27,55000,1,0,9000,7.51,0,0.16,0,8,24,0.163636364,15186.05656,0.439746483,24186.05656,1,0,0,0,1,0,0,0,0,0,46200,30813.94344,0.08,0.014991733
31,42000,2,0,7000,7.9,0,0.17,0,7,24,0.166666667,11845.52039,0.448702866,18845.52039,0,0,0,1,0,0,0,1,0,0,34860,23154.47963,0.056666667,0.015656143
28,42000,0,1,7000,11.11,0,0.17,0,6,36,0.166666667,2235.398381,0.219890438,9235.398381,0,0,0,1,0,0,0,0,0,1,34860,32764.6016,0.17,0.015656143
33,36000,5,0,7000,5.79,1,0.19,0,5,36,0.194444444,10462.13586,0.48505933,17462.13586,0,0,0,1,1,0,0,0,0,0,29160,18537.86412,0.031666667,0.018533872
28,55000,0,3,6700,16.77,0,0.12,1,7,60,0.121818182,7675.704155,0.261376439,14375.70415,0,0,1,0,1,0,0,0,0,0,48400,40624.29586,0.12,0.011160512
28,55000,7,0,8000,7.49,0,0.15,0,8,24,0.145454545,13532.30135,0.391496388,21532.30135,1,0,0,0,0,0,0,1,0,0,46750,33467.69866,0.01875,0.013325985
28,55000,7,0,22000,7.49,0,0.4,0,10,60,0.4,15457.20425,0.681040077,37457.20425,1,0,0,0,1,0,0,0,0,0,33000,17542.79577,0.05,0.036646458
34,55000,6,2,2500,13.49,0,0.05,0,7,36,0.045454545,6268.414056,0.15942571,8768.414056,1,0,0,0,0,0,1,0,0,0,52250,46231.58595,0.007142857,0.00416437
34,55000,4,2,7000,13.49,0,0.13,1,10,60,0.127272727,8299.079064,0.278165074,15299.07906,1,0,0,0,0,1,0,0,0,0,47850,39700.92093,0.026,0.011660237
27,55000,3,2,4500,13.49,0,0.08,0,8,24,0.081818182,7720.131875,0.222184216,12220.13187,0,0,1,0,0,1,0,0,0,0,50600,42779.86812,0.02,0.007495866
29,55000,1,0,12625,7.9,0,0.23,0,6,36,0.229545455,14262.95775,0.488871959,26887.95775,1,0,0,0,0,0,0,0,0,1,42350,28112.04226,0.115,0.02103007
31,55000,9,0,8000,7.49,0,0.15,0,9,36,0.145454545,14491.51409,0.40893662,22491.51409,1,0,0,0,1,0,0,0,0,0,46750,32508.4859,0.015,0.013325985
28,43000,12,0,7000,7.49,0,0.16,0,8,36,0.162790698,2189.221541,0.213702827,9189.221541,0,0,0,1,0,0,0,1,0,0,36120,33810.77844,0.012307692,0.015258321
29,55000,5,0,12000,7.49,0,0.22,0,6,60,0.218181818,11615.79117,0.429378021,23615.79117,1,0,0,0,0,0,0,0,1,0,42900,31384.20885,0.036666667,0.019988977
33,43000,2,0,7000,7.88,0,0.16,0,6,24,0.162790698,12131.51131,0.444918868,19131.51131,0,0,0,1,0,1,0,0,0,0,36120,23868.48868,0.053333333,0.015258321
30,55000,1,1,6500,10.99,0,0.12,0,9,60,0.118181818,15784.55717,0.405173767,22284.55717,1,0,0,0,0,0,0,0,1,0,48400,32715.44282,0.06,0.010827363
28,55000,6,0,2400,7.49,0,0.04,0,8,36,0.043636364,3175.685425,0.101376099,5575.685425,1,0,0,0,0,1,0,0,0,0,52800,49424.31456,0.005714286,0.003997795
27,44000,2,0,7000,7.14,0,0.16,0,7,12,0.159090909,5570.378799,0.285690427,12570.3788,0,0,0,1,0,0,0,1,0,0,36960,31429.62121,0.053333333,0.014879479
28,55000,7,0,20000,7.49,0,0.36,0,6,36,0.363636364,7018.571304,0.491246751,27018.5713,0,0,1,0,0,0,0,0,0,1,35200,27981.4287,0.045,0.033314962
34,55000,3,0,12800,5.42,0,0.23,0,9,36,0.232727273,12747.79709,0.464505402,25547.79709,1,0,0,0,0,0,0,0,0,1,42350,29452.20289,0.0575,0.021321576
27,44400,7,1,7000,10,0,0.16,0,6,36,0.157657658,5703.080908,0.286105426,12703.08091,0,0,0,1,0,0,0,0,0,1,37296,31696.91909,0.02,0.01473296
28,49000,11,2,8025,13.48,1,0.16,1,7,12,0.16377551,4240.581449,0.250317989,12265.58145,1,0,0,0,0,0,0,0,0,1,41160,36734.41854,0.013333333,0.015164966
30,55000,0,2,6000,12.99,0,0.11,1,6,36,0.109090909,6101.049832,0.220019088,12101.04983,1,0,0,0,0,0,0,0,1,0,48950,42898.95016,0.11,0.009994489
28,55000,12,0,7000,7.49,0,0.13,0,6,24,0.127272727,6432.876459,0.244234117,13432.87646,1,0,0,0,0,0,0,1,0,0,47850,41567.12357,0.01,0.011660237
35,55000,7,1,1450,10.59,0,0.03,0,5,12,0.026363636,3862.740096,0.096595274,5312.740096,1,0,0,0,0,1,0,0,0,0,53350,49687.25993,0.00375,0.002415335
33,55000,3,0,1775,7.49,0,0.03,0,7,24,0.032272727,8164.323307,0.180714969,9939.323307,1,0,0,0,0,0,0,1,0,0,53350,45060.67671,0.0075,0.002956703
27,45000,1,0,7000,7.49,0,0.16,0,9,36,0.155555556,9305.22739,0.362338386,16305.22739,0,0,0,1,0,1,0,0,0,0,37800,28694.77263,0.08,0.01451831
28,45000,3,2,7000,13.43,0,0.16,1,7,24,0.155555556,8649.843572,0.347774302,15649.84357,0,0,0,1,0,0,0,1,0,0,37800,29350.15641,0.04,0.01451831
34,45000,3,1,7000,11.86,0,0.16,0,8,24,0.155555556,11850.52131,0.418900474,18850.52131,0,0,0,1,0,0,0,0,1,0,37800,26149.47867,0.04,0.01451831
33,45000,0,1,7000,10.38,0,0.16,0,8,12,0.155555556,9351.026584,0.363356146,16351.02658,0,0,0,1,0,0,0,0,0,1,37800,28648.97343,0.16,0.01451831
30,55000,13,1,12000,10.99,0,0.22,0,7,36,0.218181818,7718.966965,0.358526672,19718.96697,1,0,0,0,1,0,0,0,0,0,42900,35281.03304,0.015714286,0.019988977
31,55000,7,0,12000,7.49,0,0.22,0,5,24,0.218181818,3574.080628,0.283165102,15574.08063,1,0,0,0,0,0,1,0,0,0,42900,39425.91939,0.0275,0.019988977
27,39000,4,2,7000,13.79,1,0.18,1,7,60,0.179487179,11167.41553,0.465831167,18167.41553,0,0,0,1,0,0,0,0,1,0,31980,20832.58449,0.036,0.016978655
34,46000,1,0,7000,8.9,0,0.15,0,8,60,0.152173913,3595.724036,0.230341827,10595.72404,0,0,0,1,0,0,0,1,0,0,39100,35404.27596,0.075,0.01417362
29,55000,11,1,4000,10.99,0,0.07,0,6,60,0.072727273,15700.59779,0.358192687,19700.59779,1,0,0,0,0,0,0,1,0,0,51150,35299.40221,0.005833333,0.006662992
